ROW_ID,is_isolation_outlier_0.01,isolation_score_0.01,is_isolation_outlier_0.05,isolation_score_0.05,is_isolation_outlier_0.1,isolation_score_0.1,is_isolation_outlier,isolation_score
155277,False,-0.42261554285730113,False,-0.42261554285730113,False,-0.42261554285730113,False,-0.42261554285730113
340369,False,-0.4137666747335633,False,-0.4137666747335633,False,-0.4137666747335633,False,-0.4137666747335633
66294,False,-0.4585500204252833,False,-0.4585500204252833,False,-0.4585500204252833,False,-0.4585500204252833
35578,False,-0.4406220788052331,False,-0.4406220788052331,False,-0.4406220788052331,False,-0.4406220788052331
145041,False,-0.4778623287484188,True,-0.4778623287484188,True,-0.4778623287484188,True,-0.4778623287484188
89528,False,-0.4735557569207764,False,-0.4735557569207764,True,-0.4735557569207764,False,-0.4735557569207764
153273,False,-0.39207119168931703,False,-0.39207119168931703,False,-0.39207119168931703,False,-0.39207119168931703
175170,False,-0.40778150803463153,False,-0.40778150803463153,False,-0.40778150803463153,False,-0.40778150803463153
348204,False,-0.38651602532877327,False,-0.38651602532877327,False,-0.38651602532877327,False,-0.38651602532877327
144115,False,-0.4481477501787996,False,-0.4481477501787996,False,-0.4481477501787996,False,-0.4481477501787996
220776,False,-0.47480285983016424,False,-0.47480285983016424,True,-0.47480285983016424,False,-0.47480285983016424
329821,False,-0.38016129480002747,False,-0.38016129480002747,False,-0.38016129480002747,False,-0.38016129480002747
161279,False,-0.40117353820627244,False,-0.40117353820627244,False,-0.40117353820627244,False,-0.40117353820627244
88320,False,-0.4108596652665504,False,-0.4108596652665504,False,-0.4108596652665504,False,-0.4108596652665504
246702,False,-0.4249981294802656,False,-0.4249981294802656,False,-0.4249981294802656,False,-0.4249981294802656
85601,False,-0.4186337339368314,False,-0.4186337339368314,False,-0.4186337339368314,False,-0.4186337339368314
341993,False,-0.4119479667273305,False,-0.4119479667273305,False,-0.4119479667273305,False,-0.4119479667273305
331306,False,-0.4033751626120355,False,-0.4033751626120355,False,-0.4033751626120355,False,-0.4033751626120355
30515,False,-0.40793072331600655,False,-0.40793072331600655,False,-0.40793072331600655,False,-0.40793072331600655
852,False,-0.4531124572762655,False,-0.4531124572762655,False,-0.4531124572762655,False,-0.4531124572762655
59503,False,-0.408239982856749,False,-0.408239982856749,False,-0.408239982856749,False,-0.408239982856749
321416,False,-0.43974152546323775,False,-0.43974152546323775,False,-0.43974152546323775,False,-0.43974152546323775
140163,False,-0.415602202548694,False,-0.415602202548694,False,-0.415602202548694,False,-0.415602202548694
158161,False,-0.44835649407790157,False,-0.44835649407790157,False,-0.44835649407790157,False,-0.44835649407790157
347421,False,-0.38346908719856543,False,-0.38346908719856543,False,-0.38346908719856543,False,-0.38346908719856543
11934,False,-0.38974121881455764,False,-0.38974121881455764,False,-0.38974121881455764,False,-0.38974121881455764
101892,False,-0.4156015527123363,False,-0.4156015527123363,False,-0.4156015527123363,False,-0.4156015527123363
138270,False,-0.4096334269665041,False,-0.4096334269665041,False,-0.4096334269665041,False,-0.4096334269665041
56483,False,-0.41575919217871127,False,-0.41575919217871127,False,-0.41575919217871127,False,-0.41575919217871127
167015,False,-0.41592543393269327,False,-0.41592543393269327,False,-0.41592543393269327,False,-0.41592543393269327
140481,False,-0.4044809486419927,False,-0.4044809486419927,False,-0.4044809486419927,False,-0.4044809486419927
261180,False,-0.41448720154906704,False,-0.41448720154906704,False,-0.41448720154906704,False,-0.41448720154906704
183100,True,-0.5104456022125315,True,-0.5104456022125315,True,-0.5104456022125315,True,-0.5104456022125315
48725,False,-0.3901604450890295,False,-0.3901604450890295,False,-0.3901604450890295,False,-0.3901604450890295
587,False,-0.4444986445370573,False,-0.4444986445370573,False,-0.4444986445370573,False,-0.4444986445370573
13087,False,-0.3915790632761137,False,-0.3915790632761137,False,-0.3915790632761137,False,-0.3915790632761137
354945,False,-0.39208778870489047,False,-0.39208778870489047,False,-0.39208778870489047,False,-0.39208778870489047
284085,False,-0.44887113704627923,False,-0.44887113704627923,False,-0.44887113704627923,False,-0.44887113704627923
170544,False,-0.3912194728779684,False,-0.3912194728779684,False,-0.3912194728779684,False,-0.3912194728779684
38679,False,-0.4132499943363961,False,-0.4132499943363961,False,-0.4132499943363961,False,-0.4132499943363961
40728,False,-0.4090891004670502,False,-0.4090891004670502,False,-0.4090891004670502,False,-0.4090891004670502
238655,False,-0.439279457350511,False,-0.439279457350511,False,-0.439279457350511,False,-0.439279457350511
333570,False,-0.43322494809313594,False,-0.43322494809313594,False,-0.43322494809313594,False,-0.43322494809313594
15562,False,-0.39640330275854785,False,-0.39640330275854785,False,-0.39640330275854785,False,-0.39640330275854785
178122,False,-0.4116754761550495,False,-0.4116754761550495,False,-0.4116754761550495,False,-0.4116754761550495
332949,False,-0.45139592154662883,False,-0.45139592154662883,False,-0.45139592154662883,False,-0.45139592154662883
215550,False,-0.378172523548447,False,-0.378172523548447,False,-0.378172523548447,False,-0.378172523548447
263692,False,-0.42047999931025165,False,-0.42047999931025165,False,-0.42047999931025165,False,-0.42047999931025165
203290,False,-0.47386081982543726,False,-0.47386081982543726,True,-0.47386081982543726,False,-0.47386081982543726
96665,False,-0.40518074837346707,False,-0.40518074837346707,False,-0.40518074837346707,False,-0.40518074837346707
310317,False,-0.3899608850992331,False,-0.3899608850992331,False,-0.3899608850992331,False,-0.3899608850992331
92759,False,-0.39596890031086174,False,-0.39596890031086174,False,-0.39596890031086174,False,-0.39596890031086174
158359,False,-0.4815042187708855,True,-0.4815042187708855,True,-0.4815042187708855,True,-0.4815042187708855
192014,False,-0.4320392618637497,False,-0.4320392618637497,False,-0.4320392618637497,False,-0.4320392618637497
312095,False,-0.4122389367855123,False,-0.4122389367855123,False,-0.4122389367855123,False,-0.4122389367855123
33594,False,-0.4454019295889433,False,-0.4454019295889433,False,-0.4454019295889433,False,-0.4454019295889433
32377,False,-0.43356951760199575,False,-0.43356951760199575,False,-0.43356951760199575,False,-0.43356951760199575
195435,False,-0.43508577186546626,False,-0.43508577186546626,False,-0.43508577186546626,False,-0.43508577186546626
115895,False,-0.4466704986391455,False,-0.4466704986391455,False,-0.4466704986391455,False,-0.4466704986391455
210538,False,-0.4030740965875741,False,-0.4030740965875741,False,-0.4030740965875741,False,-0.4030740965875741
205387,False,-0.4304333060164441,False,-0.4304333060164441,False,-0.4304333060164441,False,-0.4304333060164441
223951,False,-0.4256048356077696,False,-0.4256048356077696,False,-0.4256048356077696,False,-0.4256048356077696
257414,False,-0.40167915387873165,False,-0.40167915387873165,False,-0.40167915387873165,False,-0.40167915387873165
187879,False,-0.3980687408948504,False,-0.3980687408948504,False,-0.3980687408948504,False,-0.3980687408948504
206374,False,-0.40512715506437963,False,-0.40512715506437963,False,-0.40512715506437963,False,-0.40512715506437963
308880,False,-0.38274865750927056,False,-0.38274865750927056,False,-0.38274865750927056,False,-0.38274865750927056
126517,False,-0.4369008176587117,False,-0.4369008176587117,False,-0.4369008176587117,False,-0.4369008176587117
307706,False,-0.4413679239151561,False,-0.4413679239151561,False,-0.4413679239151561,False,-0.4413679239151561
157363,False,-0.45918890803821205,False,-0.45918890803821205,False,-0.45918890803821205,False,-0.45918890803821205
201515,False,-0.4767222610987213,False,-0.4767222610987213,True,-0.4767222610987213,False,-0.4767222610987213
180797,False,-0.47419460055018464,False,-0.47419460055018464,True,-0.47419460055018464,False,-0.47419460055018464
231235,False,-0.4376514340655404,False,-0.4376514340655404,False,-0.4376514340655404,False,-0.4376514340655404
215743,False,-0.41376359099883964,False,-0.41376359099883964,False,-0.41376359099883964,False,-0.41376359099883964
3950,False,-0.4460155618969919,False,-0.4460155618969919,False,-0.4460155618969919,False,-0.4460155618969919
82056,False,-0.44429937142170306,False,-0.44429937142170306,False,-0.44429937142170306,False,-0.44429937142170306
344978,False,-0.4221348341158895,False,-0.4221348341158895,False,-0.4221348341158895,False,-0.4221348341158895
160234,False,-0.44875110442666455,False,-0.44875110442666455,False,-0.44875110442666455,False,-0.44875110442666455
154846,False,-0.4013532992032729,False,-0.4013532992032729,False,-0.4013532992032729,False,-0.4013532992032729
266807,False,-0.49188052075095295,True,-0.49188052075095295,True,-0.49188052075095295,True,-0.49188052075095295
117153,False,-0.3860130900170472,False,-0.3860130900170472,False,-0.3860130900170472,False,-0.3860130900170472
193656,False,-0.4151565577022097,False,-0.4151565577022097,False,-0.4151565577022097,False,-0.4151565577022097
352233,False,-0.4456735316838824,False,-0.4456735316838824,False,-0.4456735316838824,False,-0.4456735316838824
134654,False,-0.37607671979301255,False,-0.37607671979301255,False,-0.37607671979301255,False,-0.37607671979301255
202061,False,-0.3804571457940736,False,-0.3804571457940736,False,-0.3804571457940736,False,-0.3804571457940736
128368,False,-0.39388775752205923,False,-0.39388775752205923,False,-0.39388775752205923,False,-0.39388775752205923
41539,False,-0.407621054572973,False,-0.407621054572973,False,-0.407621054572973,False,-0.407621054572973
45574,False,-0.4806799352499146,True,-0.4806799352499146,True,-0.4806799352499146,True,-0.4806799352499146
45882,False,-0.40217799292409606,False,-0.40217799292409606,False,-0.40217799292409606,False,-0.40217799292409606
77854,False,-0.3686167307552941,False,-0.3686167307552941,False,-0.3686167307552941,False,-0.3686167307552941
291647,False,-0.40028047306815434,False,-0.40028047306815434,False,-0.40028047306815434,False,-0.40028047306815434
236948,False,-0.44144440211468927,False,-0.44144440211468927,False,-0.44144440211468927,False,-0.44144440211468927
47977,False,-0.4358446865748248,False,-0.4358446865748248,False,-0.4358446865748248,False,-0.4358446865748248
259456,False,-0.38973371475565355,False,-0.38973371475565355,False,-0.38973371475565355,False,-0.38973371475565355
318188,False,-0.4073390428587332,False,-0.4073390428587332,False,-0.4073390428587332,False,-0.4073390428587332
245918,False,-0.4642112221721203,False,-0.4642112221721203,True,-0.4642112221721203,False,-0.4642112221721203
2880,False,-0.40833573709500964,False,-0.40833573709500964,False,-0.40833573709500964,False,-0.40833573709500964
14088,False,-0.41372818755333785,False,-0.41372818755333785,False,-0.41372818755333785,False,-0.41372818755333785
199650,False,-0.43235428514861673,False,-0.43235428514861673,False,-0.43235428514861673,False,-0.43235428514861673
238170,False,-0.42233395530237233,False,-0.42233395530237233,False,-0.42233395530237233,False,-0.42233395530237233
210989,False,-0.41946899575446944,False,-0.41946899575446944,False,-0.41946899575446944,False,-0.41946899575446944
114851,False,-0.3770349606589294,False,-0.3770349606589294,False,-0.3770349606589294,False,-0.3770349606589294
143298,True,-0.5365201579452283,True,-0.5365201579452283,True,-0.5365201579452283,True,-0.5365201579452283
223684,False,-0.4161343137105335,False,-0.4161343137105335,False,-0.4161343137105335,False,-0.4161343137105335
294909,False,-0.42928134955293784,False,-0.42928134955293784,False,-0.42928134955293784,False,-0.42928134955293784
155181,False,-0.4188413675138776,False,-0.4188413675138776,False,-0.4188413675138776,False,-0.4188413675138776
21900,False,-0.37334994654621695,False,-0.37334994654621695,False,-0.37334994654621695,False,-0.37334994654621695
28286,False,-0.3750685872154243,False,-0.3750685872154243,False,-0.3750685872154243,False,-0.3750685872154243
78431,False,-0.4465744290162208,False,-0.4465744290162208,False,-0.4465744290162208,False,-0.4465744290162208
154446,False,-0.45009804146914284,False,-0.45009804146914284,False,-0.45009804146914284,False,-0.45009804146914284
155755,False,-0.45005810095106713,False,-0.45005810095106713,False,-0.45005810095106713,False,-0.45005810095106713
190719,False,-0.37168865446923416,False,-0.37168865446923416,False,-0.37168865446923416,False,-0.37168865446923416
202045,False,-0.4435404418482019,False,-0.4435404418482019,False,-0.4435404418482019,False,-0.4435404418482019
226874,False,-0.46541389640787834,False,-0.46541389640787834,True,-0.46541389640787834,False,-0.46541389640787834
46930,False,-0.4534971619069256,False,-0.4534971619069256,False,-0.4534971619069256,False,-0.4534971619069256
349562,False,-0.4014409504932278,False,-0.4014409504932278,False,-0.4014409504932278,False,-0.4014409504932278
177579,False,-0.437712900790368,False,-0.437712900790368,False,-0.437712900790368,False,-0.437712900790368
37847,False,-0.3780689281388168,False,-0.3780689281388168,False,-0.3780689281388168,False,-0.3780689281388168
288191,False,-0.40227461114266344,False,-0.40227461114266344,False,-0.40227461114266344,False,-0.40227461114266344
255513,False,-0.42529746500235077,False,-0.42529746500235077,False,-0.42529746500235077,False,-0.42529746500235077
34703,False,-0.40943194979666403,False,-0.40943194979666403,False,-0.40943194979666403,False,-0.40943194979666403
13430,False,-0.4440344618409948,False,-0.4440344618409948,False,-0.4440344618409948,False,-0.4440344618409948
109102,False,-0.44128384398544346,False,-0.44128384398544346,False,-0.44128384398544346,False,-0.44128384398544346
315666,False,-0.4360032661423809,False,-0.4360032661423809,False,-0.4360032661423809,False,-0.4360032661423809
40030,False,-0.45734197806863647,False,-0.45734197806863647,False,-0.45734197806863647,False,-0.45734197806863647
234300,False,-0.3855709208775108,False,-0.3855709208775108,False,-0.3855709208775108,False,-0.3855709208775108
143171,False,-0.3986705905651156,False,-0.3986705905651156,False,-0.3986705905651156,False,-0.3986705905651156
228724,False,-0.41254176144008387,False,-0.41254176144008387,False,-0.41254176144008387,False,-0.41254176144008387
130489,True,-0.5193911290029307,True,-0.5193911290029307,True,-0.5193911290029307,True,-0.5193911290029307
300787,False,-0.4391098855146745,False,-0.4391098855146745,False,-0.4391098855146745,False,-0.4391098855146745
273969,False,-0.41431853077507363,False,-0.41431853077507363,False,-0.41431853077507363,False,-0.41431853077507363
331852,True,-0.5171571148860584,True,-0.5171571148860584,True,-0.5171571148860584,True,-0.5171571148860584
165228,False,-0.44979512159481017,False,-0.44979512159481017,False,-0.44979512159481017,False,-0.44979512159481017
43826,False,-0.4505748025428354,False,-0.4505748025428354,False,-0.4505748025428354,False,-0.4505748025428354
2680,False,-0.4185054648338016,False,-0.4185054648338016,False,-0.4185054648338016,False,-0.4185054648338016
291178,False,-0.37734714944401787,False,-0.37734714944401787,False,-0.37734714944401787,False,-0.37734714944401787
335715,False,-0.4342633622402279,False,-0.4342633622402279,False,-0.4342633622402279,False,-0.4342633622402279
215609,False,-0.4440148631006808,False,-0.4440148631006808,False,-0.4440148631006808,False,-0.4440148631006808
198548,False,-0.40096015375068084,False,-0.40096015375068084,False,-0.40096015375068084,False,-0.40096015375068084
151602,False,-0.3960045725326322,False,-0.3960045725326322,False,-0.3960045725326322,False,-0.3960045725326322
101598,False,-0.39095120986463544,False,-0.39095120986463544,False,-0.39095120986463544,False,-0.39095120986463544
72976,False,-0.4296123284961085,False,-0.4296123284961085,False,-0.4296123284961085,False,-0.4296123284961085
16563,False,-0.40333246696706243,False,-0.40333246696706243,False,-0.40333246696706243,False,-0.40333246696706243
15991,False,-0.4100474264094164,False,-0.4100474264094164,False,-0.4100474264094164,False,-0.4100474264094164
73231,False,-0.40607487288250604,False,-0.40607487288250604,False,-0.40607487288250604,False,-0.40607487288250604
163492,False,-0.42394971757647976,False,-0.42394971757647976,False,-0.42394971757647976,False,-0.42394971757647976
277583,False,-0.42306210185141535,False,-0.42306210185141535,False,-0.42306210185141535,False,-0.42306210185141535
203542,True,-0.5100431938213711,True,-0.5100431938213711,True,-0.5100431938213711,True,-0.5100431938213711
277019,False,-0.37909920224067384,False,-0.37909920224067384,False,-0.37909920224067384,False,-0.37909920224067384
229463,False,-0.4125063881029083,False,-0.4125063881029083,False,-0.4125063881029083,False,-0.4125063881029083
27416,False,-0.42760925096428143,False,-0.42760925096428143,False,-0.42760925096428143,False,-0.42760925096428143
285824,False,-0.4489808839280333,False,-0.4489808839280333,False,-0.4489808839280333,False,-0.4489808839280333
316858,False,-0.45110182831810186,False,-0.45110182831810186,False,-0.45110182831810186,False,-0.45110182831810186
111670,False,-0.3997440610268326,False,-0.3997440610268326,False,-0.3997440610268326,False,-0.3997440610268326
344899,False,-0.436018027202006,False,-0.436018027202006,False,-0.436018027202006,False,-0.436018027202006
201939,False,-0.4325883704556157,False,-0.4325883704556157,False,-0.4325883704556157,False,-0.4325883704556157
133950,False,-0.43150558259245586,False,-0.43150558259245586,False,-0.43150558259245586,False,-0.43150558259245586
3701,False,-0.45452529575885386,False,-0.45452529575885386,False,-0.45452529575885386,False,-0.45452529575885386
351384,False,-0.437791746874378,False,-0.437791746874378,False,-0.437791746874378,False,-0.437791746874378
132859,False,-0.3982671699853884,False,-0.3982671699853884,False,-0.3982671699853884,False,-0.3982671699853884
93021,False,-0.4312203427027311,False,-0.4312203427027311,False,-0.4312203427027311,False,-0.4312203427027311
171197,False,-0.4117743270833515,False,-0.4117743270833515,False,-0.4117743270833515,False,-0.4117743270833515
