PC1,PC2,anomaly_category,CLUSTER_KMEANS
-0.7849902118023959,-1.089148221734287,ONE_DETECTOR_SIGNAL,0
-0.6691589611387961,0.07297124144143902,NO_DETECTOR_FLAG,3
0.5762876133599618,0.4513855851644845,TARGETED_REVIEW,1
-1.9344325122998527,0.7921439238799709,NO_DETECTOR_FLAG,3
-0.5493612049255504,0.9886208673288378,TARGETED_REVIEW,1
1.255269958308458,-0.37733360717439623,NO_DETECTOR_FLAG,4
0.5595601743714406,1.1007010730487616,TARGETED_REVIEW,2
3.436357906088128,0.8653112676223919,NO_DETECTOR_FLAG,2
4.299302736789876,1.583013121465259,ONE_DETECTOR_SIGNAL,4
-0.5206606912780296,1.4376841817034678,TARGETED_REVIEW,1
-2.4696721421898182,-4.623753963263331,ONE_DETECTOR_SIGNAL,0
-2.3382979609804955,-3.3641013727850058,NO_DETECTOR_FLAG,0
1.5396793730809677,-1.8573798335510376,NO_DETECTOR_FLAG,2
0.2076992155003646,2.982357084941038,NO_DETECTOR_FLAG,3
0.6587895772128414,-1.9109940256559335,ONE_DETECTOR_SIGNAL,1
-2.2048791033882718,-0.11025262971601095,NO_DETECTOR_FLAG,0
-1.8971392539622265,-1.6632260407769595,NO_DETECTOR_FLAG,0
-0.8695839570914412,2.785684619385679,TARGETED_REVIEW,1
-0.022960389709006813,0.23448722479465156,TARGETED_REVIEW,1
4.935494583650453,1.408462096001985,TARGETED_REVIEW,1
3.5496638856530303,2.7187835960027353,TARGETED_REVIEW,4
1.532934515583079,-0.01673546744699071,NO_DETECTOR_FLAG,2
2.2117326581661056,-1.5060331556256927,TARGETED_REVIEW,1
1.173026646810397,0.3137828890249334,NO_DETECTOR_FLAG,2
-1.5551090634182247,1.060367765613855,NO_DETECTOR_FLAG,3
6.041046238560904,3.5061095286775794,TARGETED_REVIEW,4
0.29546610589863465,2.2008597773384917,NO_DETECTOR_FLAG,3
0.9553592267277436,1.0601111655213717,NO_DETECTOR_FLAG,3
0.5190339031106533,4.096621434648223,TARGETED_REVIEW,1
0.06667913746300214,-2.444210287718361,TARGETED_REVIEW,1
0.2111558873527264,-0.9222868822266759,NO_DETECTOR_FLAG,2
0.7348366496581733,0.303814715382234,NO_DETECTOR_FLAG,3
-0.27379847698285514,3.93628588540143,NO_DETECTOR_FLAG,3
-1.4665518494148417,1.288922501441794,NO_DETECTOR_FLAG,3
3.4280603348377325,3.8385820212529396,NO_DETECTOR_FLAG,4
-2.187493912368874,-2.32798673387032,NO_DETECTOR_FLAG,0
-1.0994449837774207,-0.04068856236796525,NO_DETECTOR_FLAG,0
2.627460581906761,0.5442238578957267,NO_DETECTOR_FLAG,4
-1.0068837990127877,4.923775003469033,NO_DETECTOR_FLAG,3
0.10359152886032286,-1.2120498270459004,NO_DETECTOR_FLAG,2
2.9395301073654427,-2.2234319189854537,TARGETED_REVIEW,4
-1.644350353318063,2.337165841104965,NO_DETECTOR_FLAG,3
2.539739162932273,-0.4940019507061053,NO_DETECTOR_FLAG,2
-1.1506356338817376,0.4883916914763315,NO_DETECTOR_FLAG,3
6.427085149961723,-2.3336869837088794,NO_DETECTOR_FLAG,4
0.9109786409672321,2.70400530439208,NO_DETECTOR_FLAG,3
3.6029322538610993,2.245815723075976,TARGETED_REVIEW,1
0.18479816874146326,-2.7617088390151636,NO_DETECTOR_FLAG,0
0.10767110993621205,-1.6403546228486001,NO_DETECTOR_FLAG,2
3.4213215555748904,1.230686220129233,NO_DETECTOR_FLAG,4
-1.3221817426019358,1.2518858253859118,NO_DETECTOR_FLAG,3
1.4812422925910704,-0.5510909251674703,TARGETED_REVIEW,1
-2.9574010279237157,0.16180418239000274,NO_DETECTOR_FLAG,3
4.231355119136107,-1.8501116921291143,NO_DETECTOR_FLAG,2
0.15817110431045012,-0.04313871039914175,NO_DETECTOR_FLAG,2
0.3398486156537421,-1.3697186690464689,NO_DETECTOR_FLAG,0
-0.19286472092849832,0.548268717122516,NO_DETECTOR_FLAG,3
-1.8170839858289016,2.720381102573357,NO_DETECTOR_FLAG,3
-0.803395900268052,-0.30630377537916464,NO_DETECTOR_FLAG,0
2.401286746457774,1.3592358824598239,NO_DETECTOR_FLAG,2
1.7316452107586568,0.9391095006072835,NO_DETECTOR_FLAG,2
-2.237222889281793,4.280638320458426,NO_DETECTOR_FLAG,3
1.3238855736136879,-1.1859698157979135,ONE_DETECTOR_SIGNAL,2
-1.8505317613906123,-2.080964052926315,NO_DETECTOR_FLAG,0
1.0063166468402596,1.4695097206839676,NO_DETECTOR_FLAG,2
2.178947851119909,10.650529059434149,TARGETED_REVIEW,2
-1.6442259032507678,-1.019652072458426,NO_DETECTOR_FLAG,0
-0.4950945249523417,-1.4978046355435213,TARGETED_REVIEW,1
0.9592917138033252,3.3304830070111695,TARGETED_REVIEW,3
1.4893397794905077,-0.638961277751818,NO_DETECTOR_FLAG,2
-1.314081757096815,0.8881278590459559,NO_DETECTOR_FLAG,3
-2.0335353119502817,-0.23531086559859515,NO_DETECTOR_FLAG,0
2.2882898135922467,-1.566653335389969,ONE_DETECTOR_SIGNAL,4
2.0432248795925876,0.7059032280242153,NO_DETECTOR_FLAG,4
-1.3295182267287966,0.7112768709803996,NO_DETECTOR_FLAG,3
-0.8900642350633206,-1.64761343203807,TARGETED_REVIEW,1
6.236207385736043,-1.7430327419352205,ONE_DETECTOR_SIGNAL,4
1.7895137919775232,0.18933497281358316,TARGETED_REVIEW,4
3.9608822323111497,0.19566992451123222,NO_DETECTOR_FLAG,4
0.0014895517020593416,-2.1112167588936352,NO_DETECTOR_FLAG,0
-1.063453133886165,1.2807326248149817,NO_DETECTOR_FLAG,3
5.894656140691301,-1.088306740394476,ONE_DETECTOR_SIGNAL,4
-0.9867834319945005,0.0653241095529174,NO_DETECTOR_FLAG,3
-1.4362466584184477e-05,0.4888330809011472,NO_DETECTOR_FLAG,3
0.8846719760528531,-2.910895048966442,NO_DETECTOR_FLAG,2
0.1756237422973701,0.03332491895079791,NO_DETECTOR_FLAG,2
-0.6423904706296644,4.694516981956784,TARGETED_REVIEW,3
-2.730428630425711,-0.22153639134535974,NO_DETECTOR_FLAG,0
0.45421104633879095,-3.426426922298408,TARGETED_REVIEW,2
2.82696951211343,0.8179372746821713,NO_DETECTOR_FLAG,2
0.6473797555218033,-1.255544281175357,NO_DETECTOR_FLAG,2
-1.642075530068892,0.3904069919290733,NO_DETECTOR_FLAG,3
0.6029678267863102,-1.1700376806617985,TARGETED_REVIEW,1
-2.6222445044740295,-1.8092637362083062,NO_DETECTOR_FLAG,0
0.4303974897514531,1.2355408557889178,NO_DETECTOR_FLAG,3
-0.788257707150756,0.2962918028403333,NO_DETECTOR_FLAG,3
-2.1224732510778472,2.473159773561946,NO_DETECTOR_FLAG,3
0.3333488354023247,0.17859307415971762,NO_DETECTOR_FLAG,2
-0.9708013727453194,2.6357194038423986,NO_DETECTOR_FLAG,3
3.2453444686969304,0.4739499750252163,NO_DETECTOR_FLAG,2
2.4770852547548508,0.8593546073278846,TARGETED_REVIEW,4
3.4054349423956505,2.9227005886172006,TARGETED_REVIEW,4
-1.2930310577932986,-1.2157221330312666,NO_DETECTOR_FLAG,0
-2.651361042319019,0.44775924906924586,NO_DETECTOR_FLAG,3
-0.8081131951038607,1.8005682844771258,NO_DETECTOR_FLAG,3
-0.1776134522298053,0.736785221912893,NO_DETECTOR_FLAG,3
5.056670233851133,-3.4370180650281354,TARGETED_REVIEW,2
-1.9622574232153671,-0.684016453628951,NO_DETECTOR_FLAG,0
0.8404378597620815,-1.4429313179316365,NO_DETECTOR_FLAG,2
0.6738217513681539,-0.21477278961777935,NO_DETECTOR_FLAG,2
